date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:32	291/291	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jun%202016%2007:20:33%20GMT	http://mattandmallory.com/robots.txt		(from )
12:50:32	16544/16544	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jun%202016%2007:20:33%20GMT	http://mattandmallory.com/	C:/My%20Web%20Sites/anton/mattandmallory.com/index.html	(from )
12:50:33	15689/15689	---M-Z	200	added ('OK')	text/css	etag:%223d49-51350cb069d6c-gzip%22	http://mattandmallory.com/css/bootstrap.min.css	C:/My%20Web%20Sites/anton/mattandmallory.com/css/bootstrap.min.css	(from http://mattandmallory.com/)
12:50:33	22178/22178	---M-Z	200	added ('OK')	text/css	etag:%2256a2-51350cb08ef2c-gzip%22	http://mattandmallory.com/css/style.css	C:/My%20Web%20Sites/anton/mattandmallory.com/css/style.css	(from http://mattandmallory.com/)
12:50:35	24718/24718	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2010%20Jun%202016%2007:20:35%20GMT	http://use.typekit.net/zmb7mbs.js	C:/My%20Web%20Sites/anton/use.typekit.net/zmb7mbs.js	(from http://mattandmallory.com/)
12:50:35	8628/8628	---M-Z	200	added ('OK')	application/javascript	etag:%2221b4-51350cb0e8cac-gzip%22	http://mattandmallory.com/js/modernizr.js	C:/My%20Web%20Sites/anton/mattandmallory.com/js/modernizr.js	(from http://mattandmallory.com/)
12:50:36	1150/1150	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2247e-51350cb65864c%22	http://mattandmallory.com/images/favicon.ico	C:/My%20Web%20Sites/anton/mattandmallory.com/images/favicon.ico	(from http://mattandmallory.com/)
12:50:36	302/302	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jun%202016%2007:20:37%20GMT	http://mattandmallory.com/images/aq-addhome.png?v=3	C:/My%20Web%20Sites/anton/mattandmallory.com/images/aq-addhome30f4.png	(from http://mattandmallory.com/)
12:50:36	7616/7616	---M--	200	added ('OK')	image/svg+xml	etag:%221dc0-51350cb309b6c%22	http://mattandmallory.com/nominee-new-white-black-right.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/nominee-new-white-black-right.svg	(from http://mattandmallory.com/)
12:50:38	1474/1474	---M--	200	added ('OK')	image/png	etag:%2289f0f45ec8c84f38b753a8d88078129c%22	https://s3.amazonaws.com/onepagelove/one-page-love-award-right.png	C:/My%20Web%20Sites/anton/s3.amazonaws.com/onepagelove/one-page-love-award-right.png	(from http://mattandmallory.com/)
12:50:38	7456/7456	---M--	200	added ('OK')	image/svg+xml	etag:%221d20-51350cb7f674c%22	http://mattandmallory.com/images/m+m_logo.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/m+m_logo.svg	(from http://mattandmallory.com/)
12:50:39	8788/8788	---M--	200	added ('OK')	image/svg+xml	etag:%222254-51350cb17088c%22	http://mattandmallory.com/images/banners/bride-groom.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/banners/bride-groom.svg	(from http://mattandmallory.com/)
12:50:40	7989/7989	---M--	200	added ('OK')	image/svg+xml	etag:%221f35-51350cb26b82c%22	http://mattandmallory.com/images/banners/wedding-party.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/banners/wedding-party.svg	(from http://mattandmallory.com/)
12:50:41	6842/6842	---M--	200	added ('OK')	image/svg+xml	etag:%221aba-51350cb29c56c%22	http://mattandmallory.com/images/banners/when-where.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/banners/when-where.svg	(from http://mattandmallory.com/)
12:50:46	672563/672563	---M--	200	added ('OK')	image/svg+xml	etag:%22a4333-51350cb96f68c%22	http://mattandmallory.com/images/roundhouse.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/roundhouse.svg	(from http://mattandmallory.com/)
12:50:47	10646/10646	---M--	200	added ('OK')	image/svg+xml	etag:%222996-51350cb1c38ac%22	http://mattandmallory.com/images/banners/lodging.svg	C:/My%20Web%20Sites/anton/mattandmallory.com/images/banners/lodging.svg	(from http://mattandmallory.com/)
12:50:48	2918/2918	---M--	200	added ('OK')	image/png	etag:%22b66-51350cb8840ec%22	http://mattandmallory.com/images/marker1@2x.png	C:/My%20Web%20Sites/anton/mattandmallory.com/images/marker1@2x.png	(from http://mattandmallory.com/)
12:50:49	3217/3217	---M--	200	added ('OK')	image/png	etag:%22c91-51350cb8b4e2c%22	http://mattandmallory.com/images/marker2@2x.png	C:/My%20Web%20Sites/anton/mattandmallory.com/images/marker2@2x.png	(from http://mattandmallory.com/)
